issueType,field,productId,graceSku,websiteSku,family,capacityMl,rawValue,canonicalValue,note
image_prompt_blocked,promptMissingFields,BB-GB-030-0058,GB-CIR-CLR-30ML-SLV-T,GBCrcl30SlCap,Circle,30,hasApplicator,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-LP-000-0054,CMP-LPM-MTSL-18-415-06,Ltn18-415MtSl,Lotion Pump,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-LP-000-0054,CMP-LPM-MTSL-18-415-06,Ltn18-415MtSl,Lotion Pump,0,hasApplicator | hasHeightWithoutCap | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0083,CMP-LPM-MSLV-18-415-02,Ltn18-415MtSlCl,Lotion Pump,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0086,CMP-LPM-SSLV-18-415,Ltn18-415ShnSl,Lotion Pump,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-CL-000-0205,CMP-CAP-BRN-18415-LTR,CP18-415BrwnLthr,Cap/Closure,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-CL-000-0206,CMP-CAP-LBRN-18415-LTR,CP18-415LBrwnLthr,Cap/Closure,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-CL-000-0207,CMP-CAP-IVY-18415-LTR,CP18-415LIvyLthr,Cap/Closure,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-CL-000-0208,CMP-CAP-PNK-18415-LTR,CP18-415LPnkLthr,Cap/Closure,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-CL-000-0212,CMP-CAP-SGLD-18415-S,CP18-415ShnGl,Cap/Closure,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-CL-000-0211,CMP-CAP-SBLK-18415-T,CP18-415ShnBlkTall,Cap/Closure,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-CL-000-0213,CMP-CAP-SSLV-18415-S,CP18-415ShnSl,Cap/Closure,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-CL-000-0210,CMP-CAP-MSLV-18415-T,CP18-415MtSlTall,Cap/Closure,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-CL-000-0214,CMP-CAP-WHT-18415-T,CP18-415Wh,Cap/Closure,0,hasCapStyle | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-SP-000-0210,CMP-SPR-MTGD-18-415-05,Spry18-415MtGl,Sprayer,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0210,CMP-SPR-MTGD-18-415-05,Spry18-415MtGl,Sprayer,0,hasApplicator | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-SP-000-0217,CMP-SPR-SHGD-18-415-05,Spry18-415ShnGl,Sprayer,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0217,CMP-SPR-SHGD-18-415-05,Spry18-415ShnGl,Sprayer,0,hasApplicator | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-SP-000-0215,CMP-SPR-SHBK-18-415-06,Spry18-415ShnBlk,Sprayer,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0215,CMP-SPR-SHBK-18-415-06,Spry18-415ShnBlk,Sprayer,0,hasApplicator | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-SP-000-0212,CMP-SPR-MTSL-18-415-06,Spry18-415MtSl,Sprayer,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0212,CMP-SPR-MTSL-18-415-06,Spry18-415MtSl,Sprayer,0,hasApplicator | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-SP-000-0220,CMP-SPR-SHSL-18-415-06,Spry18-415ShnSl,Sprayer,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0220,CMP-SPR-SHSL-18-415-06,Spry18-415ShnSl,Sprayer,0,hasApplicator | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0012,CMP-ROC-MSLV-20400-T,CPRoll20-400TallMattSl,Roll-On Cap,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0011,CMP-ROC-MGLD-20400-T,CPRoll20-400TallMattGl,Roll-On Cap,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0014,CMP-ROC-SGLD-20400-T,CPRoll20-400TallShnGl,Roll-On Cap,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0013,CMP-ROC-SBLK-20400-T,CPRoll20-400TallShnBlk,Roll-On Cap,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0015,CMP-ROC-SSLV-20400-T,CPRoll20-400TallShnSl,Roll-On Cap,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-015-0002,GB-BSR-CLR-15ML-BLK-S,GBBstn15BlkCapSht,Boston Round,15,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-015-0003,GB-BSR-AMB-15ML-BLK-S,GBBstnAmb15mlBlkCapSht,Boston Round,15,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-015-0010,GB-BSR-CBL-15ML-BLK-S,GBBstnBlu15BlkCapSht,Boston Round,15,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-030-0004,GB-BSR-CLR-30ML-BLK-S,GBBstn1ozBlkCapSht,Boston Round,30,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-030-0022,GB-BSR-AMB-30ML-BLK-S,GBBstnAmb1ozBlkCapSht,Boston Round,30,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-030-0040,GB-BSR-CBL-30ML-BLK-S,GBBstnBlu1ozBlkCapSht,Boston Round,30,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-060-0001,GB-BSR-CLR-60ML-BLK-S,GBBstn2ozBlkCapSht,Boston Round,60,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-060-0020,GB-BSR-AMB-60ML-BLK-S,GBBstnAmb2ozBlkCapSht,Boston Round,60,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-060-0038,GB-BSR-BLU-60ML-BLK-S,GBBstnBlu2ozBlkCapSht,Boston Round,60,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-030-0089,GB-ELG-CLR-30ML-SLV-T,GBElg30SlCap,Elegant,30,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-030-0096,GB-ELG-FRS-30ML-SLV-T,GBElgFrst30SlCap,Elegant,30,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-AC-000-0026,ACC-FNL-GLD,FunnelMetalGl,Tool,0,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-AC-000-0027,ACC-FNL-SLV,FunnelMetalSl,Tool,0,hasApplicator,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-AC-000-0028,ACC-FNL-02,Plastic,Tool,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-AC-000-0028,ACC-FNL-02,Plastic,Tool,0,hasApplicator | hasCapStyle | hasCapColor | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-DR-000-0016,CMP-DRP-BLK-18400-90MM,Drp18-40015mlBlckBulb,Dropper,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-DR-000-0016,CMP-DRP-BLK-18400-90MM,Drp18-40015mlBlckBulb,Dropper,0,hasApplicator | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-DR-000-0018,CMP-DRP-BLK-20400-76MM-01,Drp20-4001ozBlckBulb,Dropper,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-DR-000-0018,CMP-DRP-BLK-20400-76MM-01,Drp20-4001ozBlckBulb,Dropper,0,hasApplicator | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0015,ACC-ORG-BLK-4X6,OBagBlack4x6,Gift Bag,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0016,ACC-ORG-BLK-5X8,OBagBlack5x8,Gift Bag,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0018,ACC-ORG-CHGN-5X8,OBagChGreen5x8,Gift Bag,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0019,ACC-ORG-GLD-4X6,OBagGold4x6,Gift Bag,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0020,ACC-ORG-GLD-5X8,OBagGold5x8,Gift Bag,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0017,ACC-ORG-CHGN-4X6,OBagChGreen4x6,Gift Bag,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0021,ACC-ORG-IVY-4X6,OBagIvory4x6,Gift Bag,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0022,ACC-ORG-LVN-5X8,OBagLavender5x8,Gift Bag,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0023,ACC-ORG-LTPR-5X8,OBagLightPurple5x8,Gift Bag,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0024,ACC-ORG-PNK-4X6,OBagPink4x6,Gift Bag,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0025,ACC-ORG-PRP-4X6,OBagPurple4x6,Gift Bag,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0026,ACC-ORG-RED-4X6,OBagRed4x6,Gift Bag,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0027,ACC-ORG-RED-5X8,OBagRed5x8,Gift Bag,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0028,ACC-ORG-SLV-4X6-02,OBagSilver4x6,Gift Bag,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0041,ACC-VLV-BLK-4X3,VBagBlack4x3,Gift Bag,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0042,ACC-VLV-BLK-4X5,VBagBlack4x5,Gift Bag,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
color_normalized_blue_to_cobalt_blue,color,BB-PK-000-0043,ACC-VLV-BLU-4X3,VBagBlue4x3,Gift Bag,0,Blue,Cobalt Blue,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-PK-000-0043,ACC-VLV-BLU-4X3,VBagBlue4x3,Gift Bag,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0044,ACC-VLV-GRN-4X3,VBagGreen4x3,Gift Bag,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0045,ACC-VLV-GRN-4X5,VBagGreen4x5,Gift Bag,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0046,ACC-VLV-RED-4X3,VBagRed4x3,Gift Bag,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-PK-000-0047,ACC-VLV-RED-4X5,VBagRed4x5,Gift Bag,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-PK-000-0047,ACC-VLV-RED-4X5,VBagRed4x5,Gift Bag,0,hasApplicator | hasCapStyle | hasCapColor | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
color_normalized_blue_to_cobalt_blue,color,BB-PK-000-0003,PKG-BOX-BWIN-BLU,BoxBWndwBlueFthr,Gift Box,0,Blue,Cobalt Blue,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-PK-000-0003,PKG-BOX-BWIN-BLU,BoxBWndwBlueFthr,Gift Box,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-PK-000-0004,PKG-BOX-BWIN-ERTH,BoxBWndwEarthBrush,Gift Box,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-PK-000-0004,PKG-BOX-BWIN-ERTH,BoxBWndwEarthBrush,Gift Box,0,hasApplicator | hasCapStyle | hasCapColor | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0005,PKG-BOX-BWIN-GRN,BoxBWndwGreenBrush,Gift Box,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-PK-000-0006,PKG-BOX-BWIN-ORNG,BoxBWndwOrngShade,Gift Box,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-PK-000-0006,PKG-BOX-BWIN-ORNG,BoxBWndwOrngShade,Gift Box,0,hasApplicator | hasCapStyle | hasCapColor | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
color_normalized_blue_to_cobalt_blue,color,BB-PK-000-0007,PKG-BOX-CWIN-BLU,BoxCWndwBlueDots,Gift Box,0,Blue,Cobalt Blue,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-PK-000-0007,PKG-BOX-CWIN-BLU,BoxCWndwBlueDots,Gift Box,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0008,PKG-BOX-CWIN-GNPR,BoxCWndwGreenPrint,Gift Box,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0009,PKG-BOX-CWIN-GNSH,BoxCWndwGrnShd,Gift Box,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0010,PKG-BOX-CWIN-SLV,BoxCWndwSlvrSunFlwr,Gift Box,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0011,PKG-BOX-CWIN-WHT,BoxCWndwWhite,Gift Box,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0012,PKG-BOX-ECRM-CUBE,BoxECreamMatteCube,Gift Box,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0013,PKG-BOX-ECRM-RECT,BoxECreamMatteRctMed,Gift Box,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0014,PKG-BOX-WHT-1X1X2,BoxWhite101020,Gift Box,0,hasApplicator | hasCapStyle | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0001,PKG-BOX-WHT-4X4X4,Box-4x4x4,Gift Box,0,hasApplicator | hasCapStyle | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0002,PKG-BOX-WHT-5X5X5,Box-5x5x5,Gift Box,0,hasApplicator | hasCapStyle | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-PK-000-0029,ACC-RCB-12X15,RecloseableBags12x15,Packaging Supply,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-PK-000-0029,ACC-RCB-12X15,RecloseableBags12x15,Packaging Supply,0,hasApplicator | hasCapStyle | hasCapColor | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-PK-000-0030,ACC-RCB-2X10,RecloseableBags2x10,Packaging Supply,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-PK-000-0030,ACC-RCB-2X10,RecloseableBags2x10,Packaging Supply,0,hasApplicator | hasCapStyle | hasCapColor | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-PK-000-0031,ACC-RCB-2X12,RecloseableBags2x12,Packaging Supply,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-PK-000-0031,ACC-RCB-2X12,RecloseableBags2x12,Packaging Supply,0,hasApplicator | hasCapStyle | hasCapColor | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0032,ACC-RCB-3X12,RecloseableBags3x12,Packaging Supply,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PK-000-0033,ACC-RCB-3X3-02,RecloseableBags3x3,Packaging Supply,0,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-PK-000-0034,ACC-RCB-3X4,RecloseableBags3x4,Packaging Supply,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-PK-000-0034,ACC-RCB-3X4,RecloseableBags3x4,Packaging Supply,0,hasApplicator | hasCapStyle | hasCapColor | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-PK-000-0038,ACC-RCB-4X12,RecloseableBags4x12,Packaging Supply,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-PK-000-0038,ACC-RCB-4X12,RecloseableBags4x12,Packaging Supply,0,hasApplicator | hasCapStyle | hasCapColor | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-PK-000-0035,ACC-RCB-4X5,RecloseableBags4X5,Packaging Supply,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-PK-000-0035,ACC-RCB-4X5,RecloseableBags4X5,Packaging Supply,0,hasApplicator | hasCapStyle | hasCapColor | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-PK-000-0036,ACC-RCB-4X6-01,RecloseableBags4X6,Packaging Supply,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-PK-000-0036,ACC-RCB-4X6-01,RecloseableBags4X6,Packaging Supply,0,hasApplicator | hasCapStyle | hasCapColor | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-PK-000-0037,ACC-RCB-4X8,RecloseableBags4X8,Packaging Supply,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-PK-000-0037,ACC-RCB-4X8,RecloseableBags4X8,Packaging Supply,0,hasApplicator | hasCapStyle | hasCapColor | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-003-0001,GB-DEC-CLR-3ML-T,GB3TPlGl,Decorative,3,hasApplicator,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-PK-000-0039,ACC-RCB-6X10,RecloseableBags6x10,Packaging Supply,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-PK-000-0039,ACC-RCB-6X10,RecloseableBags6x10,Packaging Supply,0,hasApplicator | hasCapStyle | hasCapColor | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-PK-000-0040,ACC-RCB-9X12,RecloseableBags9x12,Packaging Supply,0,,,Canonical color differs from or augments source color evidence.
missing_image,imageUrl,BB-PK-000-0040,ACC-RCB-9X12,RecloseableBags9x12,Packaging Supply,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-PK-000-0040,ACC-RCB-9X12,RecloseableBags9x12,Packaging Supply,0,hasApplicator | hasCapStyle | hasCapColor | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-006-0001,GB-DEC-CLR-6ML-T,GB6TPlGl,Decorative,6,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-CL-000-0201,CMP-CAP-BLK-20-400-1OZ,20-400cp1ozShortBlk,Cap/Closure,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-CL-000-0200,CMP-CAP-BLK-20-400-2OZ,20-400Cp2ozShortBlk,Cap/Closure,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-CL-000-0215,CMP-CAP-BLK-8425-T,CP8-425TallBlack,Cap/Closure,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0062,CMP-CAP-BLK-S-13-415,CP13-415BlkSht,Roll-On Cap,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0001,CMP-ROC-BLK-13415-DOT,CPRoll13-415BlackDot,Roll-On Cap,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-SP-000-0114,CMP-SPR-MTBK-13-415-07,CP13-415SpryBlkMt,Sprayer,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0114,CMP-SPR-MTBK-13-415-07,CP13-415SpryBlkMt,Sprayer,0,hasApplicator | hasHeightWithoutCap | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-001-0001,GB-VIA-CLR-1ML,GB1mlAmbVBlk,Vial,1,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0074,CMP-CAP-SGLD-15-415,CP15-415ShnGl,Roll-On Cap,0,hasCapStyle | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-001-0004,GB-VIA-CLR-1ML-WHT-T,GB1mlVWht,Vial,1,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0016,CMP-ROC-BLK-17415-DOT,CpRoll17-415BlkDot,Roll-On Cap,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-002-0001,GB-VIA-CLR-2ML-S-01,GBVAmb2BlackCap,Vial,2,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0077,CMP-LPM-BLK-17-415,Ltn17-415Blk,Roll-On Cap,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-002-0003,GB-VIA-CLR-2ML-BLK-T,GBVialClr2mlBlackCap,Vial,2,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-CL-000-0198,CMP-APP-BLK-18-400,18-400CpAppBlk,Cap/Closure,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-020-0001,GB-GRN-GRN-20ML,GBVGreen2o4WhtCapSht,Vial,3,hasApplicator,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-SP-000-0057,CMP-SPR-BKSL-18-415-02,AnSp18-415Blk,Sprayer,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0057,CMP-SPR-BKSL-18-415-02,AnSp18-415Blk,Sprayer,0,hasApplicator | hasHeightWithoutCap | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-004-0008,GB-VIA-CLR-3ML-S-03,GBVAmb1DrmBlackCapSht,Vial,4,hasApplicator,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-SP-000-0079,CMP-SPR-BKSLWH-18-415-02,AnSpTsl18-415Blk,Sprayer,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0079,CMP-SPR-BKSLWH-18-415-02,AnSpTsl18-415Blk,Sprayer,0,hasApplicator | hasHeightWithoutCap | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-004-0005,GB-VIA-CLR-3ML-S-01,GBV1DrmBlackCapSht,Vial,4,hasApplicator,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-LP-000-0050,CMP-LPM-MTCP-18-415-05,Ltn18-415Cu,Lotion Pump,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-LP-000-0050,CMP-LPM-MTCP-18-415-05,Ltn18-415Cu,Lotion Pump,0,hasApplicator | hasHeightWithoutCap | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-004-0011,GB-VIA-CLR-3ML-S-05,GBVBlu1DrmBlackCapSht,Vial,4,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-CL-000-0204,CMP-CAP-BLK-18415-LTR,CP18-415BlkLthr,Cap/Closure,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-CL-000-0209,CMP-CAP-MSLV-18415-S,CP18-415MtSl,Cap/Closure,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
